ra_deg,dec_deg,z,DH,DM,rd,DH_over_rd,DM_over_rd,imf2_E,imf3_E,hht_lock
245.64667076933165,-24.4411761686185,0.3013066410490128,0.23846857325287701,1.0,1.0,0.23846857325287701,1.0,0.0,0.0,0.0
19.375566768800162,30.24678917554204,0.9168876674774634,0.2389448800894606,1.0,1.0,0.2389448800894606,1.0,0.0,0.0,0.0
79.3295541981401,-62.78859168339878,0.37175009330377623,0.2396673333397872,1.0,1.0,0.2396673333397872,1.0,0.0,0.0,0.0
66.3738518515211,4.084517563230803,0.9951059740456701,0.2397117628583117,1.0,1.0,0.2397117628583117,1.0,0.0,0.0,0.0
63.32612439061093,5.411796386247255,0.39743721667367604,0.23967448708297168,1.0,1.0,0.23967448708297168,1.0,0.0,0.0,0.0
292.3540223960785,-8.203469064089173,0.769268816433793,0.2381708440912045,1.0,1.0,0.2381708440912045,1.0,0.0,0.0,0.0
332.4041992897403,-18.1464399012916,0.8638360104970917,0.23856096039374963,1.0,1.0,0.23856096039374963,1.0,0.0,0.0,0.0
99.56678320695825,22.11221850590964,0.734043976684352,0.239712526052804,1.0,1.0,0.239712526052804,1.0,0.0,0.0,0.0
295.11164217348073,44.350135014128874,0.5889353874494797,0.23814954650769055,1.0,1.0,0.23814954650769055,1.0,0.0,0.0,0.0
320.3613695200269,24.497211488774205,0.536182511119925,0.23822894823530716,1.0,1.0,0.23822894823530716,1.0,0.0,0.0,0.0
184.66936388263147,28.18925281587988,1.0376950042476927,0.23894210613252997,1.0,1.0,0.23894210613252997,1.0,0.0,0.0,0.0
88.18725638476673,13.451253045261547,0.8788219220084381,0.23977731762356852,1.0,1.0,0.23977731762356852,1.0,0.0,0.0,0.0
296.7269745950681,2.9454253310789484,0.16820503638583081,0.2381160543526101,1.0,1.0,0.2381160543526101,1.0,0.0,0.0,0.0
76.95466681503437,30.484927396891575,0.8313999780012029,0.23954268472287585,1.0,1.0,0.23954268472287585,1.0,0.0,0.0,0.0
266.92813880449546,39.22367551619234,1.1777068124700296,0.23812155193876544,1.0,1.0,0.23812155193876544,1.0,0.0,0.0,0.0
226.7784736522851,-76.6136486479863,0.9164213576951217,0.23919243924411582,1.0,1.0,0.23919243924411582,1.0,0.0,0.0,0.0
333.8666130690601,69.50388351219333,0.7373363554811084,0.23850636046484738,1.0,1.0,0.23850636046484738,1.0,0.0,0.0,0.0
83.48694789831077,37.67725995923977,0.15350236845175366,0.2394811223623222,1.0,1.0,0.2394811223623222,1.0,0.0,0.0,0.0
287.68504630322985,-38.64472457382834,0.2975419009117394,0.2385018351413381,1.0,1.0,0.2385018351413381,1.0,0.0,0.0,0.0
186.5394132669771,-31.79455970296556,0.4413201156019749,0.23923529830321602,1.0,1.0,0.23923529830321602,1.0,0.0,0.0,0.0
83.36002493414429,72.13628564239896,0.11827329254470527,0.23895635164478204,1.0,1.0,0.23895635164478204,1.0,0.0,0.0,0.0
59.72543756666804,78.79534334363902,0.2633468928000203,0.23881501454047166,1.0,1.0,0.23881501454047166,1.0,0.0,0.0,0.0
179.2040286592058,-57.631209823112336,1.0912342588375323,0.23937409489301384,1.0,1.0,0.23937409489301384,1.0,0.0,0.0,0.0
209.78087062151516,-51.17334669057033,0.10794859477791671,0.23907328328989996,1.0,1.0,0.23907328328989996,1.0,0.0,0.0,0.0
66.3616754742527,79.04463673936547,0.8697003942995889,0.23882418852705226,1.0,1.0,0.23882418852705226,1.0,0.0,0.0,0.0
5.362170033683609,-10.680521387214183,0.41084181304057615,0.2389653927449755,1.0,1.0,0.2389653927449755,1.0,0.0,0.0,0.0
169.6079624005659,34.89681706906081,1.0401916495062822,0.23909101971939914,1.0,1.0,0.23909101971939914,1.0,0.0,0.0,0.0
262.1675981459742,60.67315123193933,0.27338626377653547,0.23830344752553462,1.0,1.0,0.23830344752553462,1.0,0.0,0.0,0.0
330.6961770384756,-22.400527837860963,0.8755239827111359,0.2385789233819467,1.0,1.0,0.2385789233819467,1.0,0.0,0.0,0.0
