ra_deg,dec_deg,z,kind,DH_over_rd,DM_over_rd,imf2_E,imf3_E,hht_lock
354.4512228697824,23.40416052366888,0.6,BAO_LRG_NGC,14.111331346933238,57.880513677548855,,,
10.18199756854707,22.906512302310407,0.6,BAO_LRG_NGC,14.102448544763721,57.94407875268464,,,
6.227216857529513,26.494431020779288,0.6,BAO_LRG_NGC,14.100715308207642,57.98923062008382,,,
2.095650571627263,6.5901670075849665,0.6,BAO_LRG_NGC,14.026210370543529,57.92368122559089,,,
352.9069334805693,23.68235462881545,0.6,BAO_LRG_NGC,14.07171022983044,57.97823035561519,,,
15.35773982213067,5.525109403691669,0.6,BAO_LRG_NGC,14.137142452542982,57.94964239275157,,,
4.682034582317043,19.66284507128296,0.6,BAO_LRG_NGC,14.130822041395712,57.87215326772084,,,
11.868973364490758,5.1162554924846795,0.6,BAO_LRG_NGC,14.084412893696642,57.91325182351584,,,
14.91246596319572,28.089691491458588,0.6,BAO_LRG_NGC,14.094693496294015,57.97507842973923,,,
12.044849210733226,14.847143503875934,0.6,BAO_LRG_NGC,14.12795011305457,57.83994970125671,,,
8.61334841310681,33.04745650410675,0.6,BAO_LRG_NGC,14.054727114175568,57.84204474633982,,,
14.611398843507628,21.26120476244165,0.6,BAO_LRG_NGC,14.11131577345614,57.87140035596724,,,
13.639702017021245,25.059698961928863,0.6,BAO_LRG_NGC,14.000381173392496,57.783301339363135,,,
14.193079929970324,23.441020471186235,0.6,BAO_LRG_NGC,14.108049889161036,57.89156868152507,,,
358.43893332613175,30.78551243741677,0.6,BAO_LRG_NGC,14.011545435744157,57.93864663892274,,,
7.252915104717876,19.822169670378003,0.6,BAO_LRG_NGC,14.030196150905011,57.90364883142374,,,
5.258781288256495,13.149709503215949,0.6,BAO_LRG_NGC,14.070480756564091,57.81948385681424,,,
30.55207535988893,12.884707083600016,0.6,BAO_LRG_NGC,14.11019101487944,57.78731239079386,,,
5.347609416371286,14.49695452544904,0.6,BAO_LRG_NGC,14.079180221708306,57.91083897794708,,,
18.802244112529877,20.315900369665528,0.6,BAO_LRG_NGC,14.023387758235694,57.935006775347375,,,
358.2322494958987,22.10380853508929,0.6,BAO_LRG_NGC,14.030631290303637,57.95890996318227,,,
7.202985777719727,18.44332982592871,0.6,BAO_LRG_NGC,14.134889551831137,57.88611044216084,,,
359.9708427235879,20.931407485037333,0.6,BAO_LRG_NGC,14.066238636676898,57.8119633437726,,,
11.350597145234453,29.317816083577448,0.6,BAO_LRG_NGC,14.04910608685775,57.90951162212955,,,
22.693502613281986,9.387046954622248,0.6,BAO_LRG_NGC,14.135384101789633,57.855132426726435,,,
3.757998356208109,16.691510082550263,0.6,BAO_LRG_NGC,14.06817487869468,57.81213942057083,,,
15.526841516755798,26.15755536145081,0.6,BAO_LRG_NGC,14.113280101154109,57.95820549010218,,,
15.420988491932672,13.603634880463924,0.6,BAO_LRG_NGC,14.087554155196504,57.8112957384341,,,
