l_deg,b_deg,z,DH_over_rd,DM_over_rd,imf2_E,imf3_E,hht_lock
351.6119160113312,-4.681999272934526,0.34698247517606207,13.981668947460529,14.031891683852768,0.7252799609994098,1.991445899628007,1.0
136.87046460706242,18.38271659492234,1.1935599117538522,14.18993743414537,14.62306184363204,0.7053467145578911,1.3671518874241702,0.44900933175679153
332.36864415502396,-0.06892305004298825,0.6657285972898441,15.145873871486273,14.48432295531876,1.3421218779485589,0.08438048004239304,0.60911695575976
94.20927259087591,-73.5043515488046,0.12771080934894996,13.287779851496236,13.905244268662097,0.0,3.0271710762030417,0.20139188191315588
114.87494102911111,27.876276266111194,0.31190154936764286,13.30384231588804,13.877843570655603,0.26535395307940207,1.4988077282119618,0.0593098008319305
42.512843867991414,-9.39219476893951,0.6275289196671296,13.420443347601255,13.85366180104571,0.0065826417640891255,2.283879150985961,0.13590224444871904
87.03586557100263,74.20030421839772,0.96813733214094,13.2294295960808,12.685757392367208,2.1469446807119636,0.41703472139241504,0.07922166496680007
114.6722143616015,-24.011120790207183,1.134542212732321,12.692922662166207,13.665322475002908,0.0,2.6967349381725825,0.45456407645742936
347.06852826421544,-51.876230286355316,0.36503939805666474,12.780205788448596,13.29835669050592,0.0,2.7816371393144417,0.17157822232068326
94.91392953903376,3.801518337954542,0.1501828449719868,12.27421416976937,12.748147367010843,0.0,2.5414750756929525,0.3168561845314123
158.7622039392641,62.89944942495958,0.1397017160227903,15.125839663965083,14.716562677856599,2.4986260842298518,0.20270404924555052,0.6917164382213852
219.5534913921027,22.63904074225462,0.10865498700886217,15.017899544372131,14.544429236749732,3.5077542477801185,0.0,0.5084100104128257
310.9036667651859,-8.856070839041367,0.4448170815946053,14.402127498084255,13.842286971043926,1.889697487162099,0.0,0.2575500909130776
310.95276147885045,-18.490889232261342,0.7120116808084795,13.757064772053296,13.365419105788247,1.8278515840874863,0.3430025889077858,0.49477933746822844
