system,candidate_id,active_count,active_couplings,active_values_json,full_column_rank,matrix_rank,constraint_count,maximum_constraint_residual,L1_exponent_norm,L2_exponent_norm,maximum_absolute_exponent,minimum_singular_value,condition_number,maximum_active_endpoint_change_factor,h_exponent,G_exponent,m_p_exponent,m_e_exponent,alpha_exponent,atomic_Q_exponent,spectroscopic_redshift_exponent,M_Ch_exponent,source_luminosity_exponent,supernova_composite_s,opacity_exponent,diffusion_time_exponent,duration_b_predicted,me_over_mp_exponent,proton_gravity_coupling_exponent,proton_gravity_coupling_delta_exponent,alpha_endpoint_ratio,me_over_mp_endpoint_ratio,proton_gravity_endpoint_ratio_relative_to_baseline,maximum_dimensionless_endpoint_change_factor,dimensionless_drift_warning,time_dilation_evaluated,duration_tension_sigma,time_dilation_gate_pass,supernova_reference_delta_BIC_vs_flat_LCDM,supernova_gate_pass,action_level_model_supplied,promotion_gate_pass
diffusion_control,diffusion_control:delta_m_p+sigma_spectral+tau_photon_distance,3,delta_m_p;sigma_spectral;tau_photon_distance,"{""delta_m_p"": 0.8313333333333331, ""sigma_spectral"": 0.9999999999999994, ""tau_photon_distance"": 0.956271567781008}",True,3,3,5.551115123125783e-16,2.7876049011143404,1.614177940147076,0.9999999999999994,0.7872742074086786,2.420132881566024,3.2622599999999973,0.0,0.0,-0.16866666666666685,-1.0,0.0,1.0,0.9999999999999996,1.8373333333333337,1.8373333333333337,0.037604901114341116,0.16866666666666685,0.0030000000000003357,1.0030000000000003,-0.8313333333333331,-1.3373333333333337,1.6626666666666663,1.0,0.3741923414336831,7.141841553214452,7.141841553214452,True,True,3.972054645195637e-14,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_G+delta_alpha+tau_photon_distance,3,delta_G;delta_alpha;tau_photon_distance,"{""delta_G"": 0.9959999999999993, ""delta_alpha"": -0.49999999999999956, ""tau_photon_distance"": 1.0406049011143415}",True,3,3,1.1102230246251565e-15,2.53660490111434,1.5247539343196288,1.0406049011143415,0.5032315530103512,4.507308294188068,3.422708724493498,0.0,0.9959999999999993,-1.0,-1.0,-0.49999999999999956,8.881784197001252e-16,0.9999999999999991,2.006000000000001,2.006000000000001,0.037604901114340894,8.881784197001252e-16,0.003000000000001002,1.003000000000001,0.0,-2.0040000000000004,0.9959999999999993,0.5536568971244165,1.0,3.246866982151321,3.246866982151321,True,True,9.930136612989092e-14,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_G+delta_m_p+delta_m_e,3,delta_G;delta_m_p;delta_m_e,"{""delta_G"": 1.158419604457365, ""delta_m_e"": -0.9999999999999987, ""delta_m_p"": 0.9187901977713165}",True,3,3,1.3322676295501878e-15,3.0772098022286802,1.7849681810922597,1.158419604457365,0.1540272302249021,14.825576946255413,3.934322712211117,0.0,1.158419604457365,-0.08120980222868346,-1.9999999999999987,0.0,1.3322676295501878e-15,0.9999999999999987,-0.07520980222868046,-0.07520980222868046,0.03760490111434023,2.0812098022286807,0.0030000000000001137,1.0030000000000001,-1.9187901977713153,-0.004000000000002002,2.9959999999999978,1.0,0.10343454287803282,34.5542633575645,34.5542633575645,True,True,1.9860273225978185e-14,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_m_p+delta_alpha+tau_photon_distance,3,delta_m_p;delta_alpha;tau_photon_distance,"{""delta_alpha"": -0.49999999999999956, ""delta_m_p"": 0.4979999999999997, ""tau_photon_distance"": 1.2896049011143411}",True,3,3,1.1102230246251565e-15,2.2876049011143404,1.4700628561317128,1.2896049011143411,0.7384856390893724,3.2931421287130593,4.5944768337153645,0.0,0.0,-0.5020000000000002,-1.0,-0.49999999999999956,8.881784197001252e-16,0.9999999999999991,2.5040000000000004,2.5040000000000004,0.037604901114340894,-0.4979999999999989,0.00300000000000078,1.0030000000000008,-0.4979999999999998,-2.0040000000000004,0.9959999999999994,0.5536568971244165,0.5549677567058664,3.2468669821513214,3.2468669821513214,True,True,7.944109290391274e-14,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_m_p+delta_m_e+eta_Ni_luminosity,3,delta_m_p;delta_m_e;eta_Ni_luminosity,"{""delta_m_e"": -0.9999999999999993, ""delta_m_p"": 1.4979999999999987, ""eta_Ni_luminosity"": -0.5792098022286835}",True,3,3,1.3322676295501878e-15,3.0772098022286816,1.8919534864784031,1.4979999999999987,0.3472938405653412,5.966041311921947,5.878287451083392,0.0,0.0,0.49799999999999867,-1.9999999999999993,0.0,6.661338147750939e-16,0.9999999999999993,0.5040000000000027,-0.07520980222868079,0.037604901114340394,1.502,0.003000000000001446,1.0030000000000014,-2.497999999999998,-0.004000000000002668,2.9959999999999973,1.0,0.05214715378999386,34.55426335756448,34.55426335756448,True,True,1.3902191258184728e-13,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_m_p+delta_m_e+tau_photon_distance,3,delta_m_p;delta_m_e;tau_photon_distance,"{""delta_m_e"": -0.9999999999999992, ""delta_m_p"": 1.4979999999999993, ""tau_photon_distance"": 0.28960490111434134}",True,3,3,7.771561172376096e-16,2.7876049011143396,1.8242464194152728,1.4979999999999993,0.5911847894739578,3.570522696696074,5.878287451083397,0.0,0.0,0.49799999999999933,-1.9999999999999991,0.0,8.881784197001252e-16,0.9999999999999991,0.5040000000000013,0.5040000000000013,0.03760490111434067,1.501999999999999,0.0030000000000001137,1.0030000000000001,-2.4979999999999984,-0.004000000000001336,2.9959999999999987,1.0,0.05214715378999383,34.55426335756454,34.55426335756454,True,True,1.9860273225978185e-14,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_h+delta_alpha+tau_photon_distance,3,delta_h;delta_alpha;tau_photon_distance,"{""delta_alpha"": -0.666, ""delta_h"": -0.3319999999999998, ""tau_photon_distance"": 1.5386049011143408}",True,3,3,6.661338147750939e-16,2.5366049011143406,1.7091182058983134,1.5386049011143408,0.9221612173500455,2.462681789218057,6.167401048323491,-0.3319999999999998,0.0,-1.0,-1.0,-0.666,-5.551115123125783e-17,1.0,3.0020000000000002,3.0020000000000002,0.03760490111434067,-0.9959999999999996,0.0030000000000003357,1.0030000000000003,0.0,-2.668,0.3319999999999998,0.4549845313334109,1.0,1.4807719040936,2.19787691917641,True,True,3.972054645195637e-14,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_G+sigma_spectral+eta_Ni_luminosity,3,delta_G;sigma_spectral;eta_Ni_luminosity,"{""delta_G"": 1.662666666666666, ""eta_Ni_luminosity"": -1.0812098022286825, ""sigma_spectral"": 0.9999999999999993}",True,3,3,6.661338147750939e-16,3.743876468895348,2.2211427421216823,1.662666666666666,0.33358427933461515,3.3699240762154816,7.141841553214451,0.0,1.662666666666666,-1.0,-1.0,0.0,1.0,0.9999999999999993,1.006000000000001,-0.07520980222868157,0.03760490111434078,1.0,0.0030000000000005578,1.0030000000000006,0.0,-1.337333333333334,1.662666666666666,1.0,1.0,7.141841553214451,7.141841553214451,True,True,5.958081967793455e-14,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_G+sigma_spectral+tau_photon_distance,3,delta_G;sigma_spectral;tau_photon_distance,"{""delta_G"": 1.6626666666666667, ""sigma_spectral"": 0.9999999999999993, ""tau_photon_distance"": 0.540604901114341}",True,3,3,6.661338147750939e-16,3.203271567781007,2.0141286214026377,1.6626666666666667,0.5566869307119411,2.420132881566025,7.141841553214456,0.0,1.6626666666666667,-1.0,-1.0,0.0,1.0,0.9999999999999993,1.0059999999999998,1.0059999999999998,0.037604901114341116,1.0,0.0029999999999998916,1.003,0.0,-1.3373333333333333,1.6626666666666667,1.0,1.0,7.141841553214456,7.141841553214456,True,True,0.0,True,83.76092105304724,False,False,False
diffusion_control,diffusion_control:delta_h+sigma_spectral+tau_photon_distance,3,delta_h;sigma_spectral;tau_photon_distance,"{""delta_h"": -0.7125714285714282, ""sigma_spectral"": 1.7125714285714286, ""tau_photon_distance"": 1.2531763296857705}",True,3,3,6.661338147750939e-16,3.6783191868286274,2.2385508374973773,1.7125714285714286,0.7815117598436588,2.8652796395577536,7.57595232224672,-0.7125714285714282,0.0,-1.0,-1.0,0.0,1.7125714285714282,1.0000000000000004,2.4311428571428575,2.4311428571428575,0.03760490111434178,-0.4251428571428564,0.0030000000000005578,1.0030000000000006,0.0,-2.287428571428572,0.7125714285714282,1.0,1.0,2.322301815994653,2.322301815994653,True,True,5.958081967793455e-14,True,83.76092105304724,False,False,False
